model,bit_width,method,unit,correct_to_wrong,wrong_to_correct,discordant_pairs,minimum_two_sided_exact_p,log2_minimum_exact_p,raw_0_05_attainable,first_bh_cutoff_attainable,observed_exact_p,observed_fdr_p
ViT-B/16,8,ptq,transformer_block_3,2,4,6,0.03125,-5,True,False,0.6875,0.8020833333333334
ViT-B/16,8,ptq,transformer_block_4,3,1,4,0.125,-3,False,False,0.625,0.7954545454545454
ViT-B/16,8,ptq,transformer_block_5,0,5,5,0.0625,-4,False,False,0.0625,0.2916666666666667
ViT-B/16,8,ptq,transformer_block_6,1,3,4,0.125,-3,False,False,0.625,0.7954545454545454
ViT-B/16,8,ptq,transformer_block_7,2,3,5,0.0625,-4,False,False,1.0,1.0
ViT-B/16,8,ptq,transformer_block_8,0,3,3,0.25,-2,False,False,0.25,0.578125
ViT-B/16,8,ptq,transformer_block_9,0,6,6,0.03125,-5,True,False,0.03125,0.2916666666666667
ViT-B/16,8,ptq,transformer_block_10,1,6,7,0.015625,-6,True,False,0.125,0.4375
ViT-B/16,8,ptq,transformer_block_11,0,5,5,0.0625,-4,False,False,0.0625,0.2916666666666667
ViT-B/16,8,ptq,transformer_block_12,1,5,6,0.03125,-5,True,False,0.21875,0.578125
ViT-B/16,8,ptq,classifier,0,2,2,0.5,-1,False,False,0.5,0.7777777777777778
ViT-B/16,8,codebook,input_embedding,2,2,4,0.125,-3,False,False,1.0,1.0
ViT-B/16,8,codebook,transformer_block_1,2,8,10,0.001953125,-9,True,True,0.109375,0.578125
ViT-B/16,8,codebook,transformer_block_2,1,3,4,0.125,-3,False,False,0.625,0.8242256858132102
ViT-B/16,8,codebook,transformer_block_3,11,8,19,3.814697265625e-06,-18,True,True,0.6476058959960938,0.8242256858132102
ViT-B/16,8,codebook,transformer_block_4,10,7,17,1.52587890625e-05,-16,True,True,0.629058837890625,0.8242256858132102
ViT-B/16,8,codebook,transformer_block_5,5,7,12,0.00048828125,-11,True,True,0.7744140625,0.833984375
ViT-B/16,8,codebook,transformer_block_6,18,12,30,1.862645149230957e-09,-29,True,True,0.3615946080535651,0.632790564093739
ViT-B/16,8,codebook,transformer_block_7,5,7,12,0.00048828125,-11,True,True,0.7744140625,0.833984375
ViT-B/16,8,codebook,transformer_block_8,1,5,6,0.03125,-5,True,False,0.21875,0.578125
ViT-B/16,8,codebook,transformer_block_9,1,6,7,0.015625,-6,True,False,0.125,0.578125
ViT-B/16,8,codebook,transformer_block_10,0,5,5,0.0625,-4,False,False,0.0625,0.578125
ViT-B/16,8,codebook,transformer_block_11,2,6,8,0.0078125,-7,True,False,0.2890625,0.578125
ViT-B/16,8,codebook,transformer_block_12,1,5,6,0.03125,-5,True,False,0.21875,0.578125
ViT-B/16,8,codebook,classifier,0,3,3,0.25,-2,False,False,0.25,0.578125
